gameid,year,date,league,split,playoffs,game,position,teamname,teamid,result,golddiffat15,golddiffat25,earnedgold,gamelength,towers,opp_towers,competitive_score,score_time_weight,score_regional,score_final_gold,score_mid_gold
LOLTMNT02_22165,2024,2024-01-17,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,3915,1348.0,45765,2507,3,9,40,0.6369444444444445,0.0,0.0,0.0
LOLTMNT02_22165,2024,2024-01-17,LCK,Spring,0,1,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1,-3915,-1348.0,52015,2507,9,3,60,0.6369444444444445,8.0,6.391900184086725,0.0
LOLTMNT02_21206,2024,2024-01-17,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-354,-6971.0,25488,1710,2,10,15,0.8583333333333334,0.0,0.0,0.0
LOLTMNT02_21206,2024,2024-01-17,LCK,Spring,0,2,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1,354,6971.0,36405,1710,10,2,85,0.8583333333333334,12.0,17.638505162134653,10.0
LOLTMNT02_22225,2024,2024-01-17,LCK,Spring,0,1,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,-1552,-2596.0,28167,1739,1,8,22,0.8502777777777778,0.0,0.0,0.0
LOLTMNT02_22225,2024,2024-01-17,LCK,Spring,0,1,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,1552,2596.0,36258,1739,8,1,78,0.8502777777777778,14.285714285714286,12.558789289871944,5.192
LOLTMNT02_21273,2024,2024-01-17,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0,532,1914.0,35858,1890,5,8,43,0.8083333333333333,0.0,0.0,0.0
LOLTMNT02_21273,2024,2024-01-17,LCK,Spring,0,2,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,-532,-1914.0,40978,1890,8,5,57,0.8083333333333333,1.8181818181818183,6.663543130824093,0.0
LOLTMNT02_21295,2024,2024-01-17,LCK,Spring,0,3,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0,-3954,-5160.0,51476,2571,6,10,37,0.6191666666666666,0.0,0.0,0.0
LOLTMNT02_21295,2024,2024-01-17,LCK,Spring,0,3,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,3954,5160.0,59710,2571,10,6,63,0.6191666666666666,2.8571428571428568,7.405608619790262,10.0
LOLTMNT02_21688,2024,2024-01-18,LCK,Spring,0,1,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-107,-5196.0,29356,1752,4,10,23,0.8466666666666667,0.0,0.0,0.0
LOLTMNT02_21688,2024,2024-01-18,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,107,5196.0,39373,1752,10,4,77,0.8466666666666667,6.666666666666666,14.574633706295742,10.0
LOLTMNT02_21701,2024,2024-01-18,LCK,Spring,0,2,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,1373,-1096.0,40051,2348,4,10,36,0.6811111111111111,0.0,0.0,0.0
LOLTMNT02_21701,2024,2024-01-18,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,-1373,1096.0,49719,2348,10,4,64,0.6811111111111111,6.666666666666666,10.769744903642643,2.192
LOLTMNT02_22739,2024,2024-01-18,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,260,1114.0,45153,2068,8,2,68,0.7588888888888888,10.0,10.849791940294844,2.228
LOLTMNT02_22739,2024,2024-01-18,LCK,Spring,0,1,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,-260,-1114.0,36314,2068,2,8,32,0.7588888888888888,0.0,0.0,0.0
LOLTMNT02_22767,2024,2024-01-18,LCK,Spring,0,2,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,-1542,-11453.0,24770,1591,0,11,5,0.8913888888888889,0.0,0.0,0.0
LOLTMNT02_22767,2024,2024-01-18,LCK,Spring,0,2,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,1542,11453.0,40856,1591,11,0,95,0.8913888888888889,20.0,20.0,10.0
LOLTMNT02_23175,2024,2024-01-19,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,-542,-994.0,39777,1940,9,4,63,0.7944444444444444,5.454545454545454,9.808414310954063,0.0
LOLTMNT02_23175,2024,2024-01-19,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,542,994.0,32671,1940,4,9,37,0.7944444444444444,0.0,0.0,0.0
LOLTMNT02_23223,2024,2024-01-19,LCK,Spring,0,2,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,3682,,32390,1390,10,1,94,0.9472222222222222,15.555555555555555,20.0,10.0
LOLTMNT02_23223,2024,2024-01-19,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-3682,,20652,1390,1,10,6,0.9472222222222222,0.0,0.0,0.0
LOLTMNT02_24236,2024,2024-01-19,LCK,Spring,0,1,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,5977,15949.0,41049,1556,11,0,96,0.9011111111111111,20.0,20.0,10.0
LOLTMNT02_24236,2024,2024-01-19,LCK,Spring,0,1,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-5977,-15949.0,23543,1556,0,11,4,0.9011111111111111,0.0,0.0,0.0
LOLTMNT02_24257,2024,2024-01-19,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,-985,-167.0,35514,1606,5,5,54,0.8872222222222222,0.0,3.7313977772260603,0.0
LOLTMNT02_24257,2024,2024-01-19,LCK,Spring,0,2,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,985,167.0,32959,1606,5,5,46,0.8872222222222222,0.0,0.0,0.0
LOLTMNT02_26035,2024,2024-01-20,LCK,Spring,0,1,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-2656,-12065.0,22680,1556,0,9,4,0.9011111111111111,0.0,0.0,0.0
LOLTMNT02_26035,2024,2024-01-20,LCK,Spring,0,1,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,2656,12065.0,37010,1556,9,0,96,0.9011111111111111,20.0,20.0,10.0
LOLTMNT02_26046,2024,2024-01-20,LCK,Spring,0,2,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,65,5121.0,39914,1744,9,1,88,0.8488888888888889,15.0,18.947431159852187,10.0
LOLTMNT02_26046,2024,2024-01-20,LCK,Spring,0,2,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-65,-5121.0,27198,1744,1,9,12,0.8488888888888889,0.0,0.0,0.0
LOLTMNT02_25093,2024,2024-01-20,LCK,Spring,0,1,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-2633,-10545.0,22707,1567,3,9,15,0.8980555555555556,0.0,0.0,0.0
LOLTMNT02_25093,2024,2024-01-20,LCK,Spring,0,1,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,2633,10545.0,36619,1567,9,3,85,0.8980555555555556,8.0,20.0,10.0
LOLTMNT02_25120,2024,2024-01-20,LCK,Spring,0,2,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1203,,33001,1387,7,3,82,0.9480555555555555,5.0,18.523174169913982,10.0
LOLTMNT02_25120,2024,2024-01-20,LCK,Spring,0,2,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-1203,,22686,1387,3,7,18,0.9480555555555555,0.0,0.0,0.0
LOLTMNT02_26436,2024,2024-01-21,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,1177,-2733.0,48632,2181,8,3,63,0.7275,6.666666666666666,10.615262140338906,0.0
LOLTMNT02_26436,2024,2024-01-21,LCK,Spring,0,1,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-1177,2733.0,39298,2181,3,8,37,0.7275,0.0,0.0,0.0
LOLTMNT02_25456,2024,2024-01-21,LCK,Spring,0,2,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,-850,-225.0,37264,1869,7,2,66,0.8141666666666667,8.571428571428571,10.313795145056247,0.0
LOLTMNT02_25456,2024,2024-01-21,LCK,Spring,0,2,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,850,225.0,30296,1869,2,7,34,0.8141666666666667,0.0,0.0,0.0
LOLTMNT02_25488,2024,2024-01-21,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,399,10767.0,34499,1544,9,1,90,0.9044444444444444,15.0,19.138722934005596,10.0
LOLTMNT02_25488,2024,2024-01-21,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,-399,-10767.0,23415,1544,1,9,10,0.9044444444444444,0.0,0.0,0.0
LOLTMNT02_26523,2024,2024-01-21,LCK,Spring,0,2,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,1190,-4404.0,53428,2700,9,7,50,0.5833333333333333,0.0,0.0,0.0
LOLTMNT02_26523,2024,2024-01-21,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,-1190,4404.0,56855,2700,7,9,50,0.5833333333333333,0.0,0.0,0.0
LOLTMNT02_26537,2024,2024-01-21,LCK,Spring,0,3,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,-1519,-2869.0,40948,2350,4,9,37,0.6805555555555556,0.0,0.0,0.0
LOLTMNT02_26537,2024,2024-01-21,LCK,Spring,0,3,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,1519,2869.0,47855,2350,9,4,63,0.6805555555555556,5.454545454545454,7.777890386586039,5.738
LOLTMNT02_29043,2024,2024-01-24,LCK,Spring,0,1,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,171,-1318.0,34015,1926,3,7,38,0.7983333333333333,0.0,0.0,0.0
LOLTMNT02_29043,2024,2024-01-24,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,-171,1318.0,38841,1926,7,3,62,0.7983333333333333,5.0,6.62402547490941,2.636
LOLTMNT02_29074,2024,2024-01-24,LCK,Spring,0,2,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,3926,,33104,1283,9,0,99,0.9769444444444445,20.0,20.0,10.0
LOLTMNT02_29074,2024,2024-01-24,LCK,Spring,0,2,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,-3926,,18718,1283,0,9,1,0.9769444444444445,0.0,0.0,0.0
LOLTMNT02_29105,2024,2024-01-24,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,1544,5226.0,53618,2428,8,2,71,0.6588888888888889,10.0,11.314565686762997,10.0
LOLTMNT02_29105,2024,2024-01-24,LCK,Spring,0,1,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-1544,-5226.0,42718,2428,2,8,29,0.6588888888888889,0.0,0.0,0.0
LOLTMNT02_29136,2024,2024-01-24,LCK,Spring,0,2,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,-153,-5326.0,31088,1878,1,9,16,0.8116666666666666,0.0,0.0,0.0
LOLTMNT02_29136,2024,2024-01-24,LCK,Spring,0,2,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1,153,5326.0,42965,1878,9,1,84,0.8116666666666666,15.0,16.03851295693625,10.0
LOLTMNT02_29165,2024,2024-01-24,LCK,Spring,0,3,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,-2315,-3122.0,38568,2078,2,11,24,0.7561111111111112,0.0,0.0,0.0
LOLTMNT02_29165,2024,2024-01-24,LCK,Spring,0,3,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1,2315,3122.0,51765,2078,11,2,76,0.7561111111111112,12.727272727272727,14.609279001029524,6.244
LOLTMNT02_29737,2024,2024-01-25,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,4296,4565.0,34445,1558,8,3,80,0.9005555555555556,6.666666666666666,17.43347595588361,9.13
LOLTMNT02_29737,2024,2024-01-25,LCK,Spring,0,1,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-4296,-4565.0,24218,1558,3,8,20,0.9005555555555556,0.0,0.0,0.0
LOLTMNT02_29757,2024,2024-01-25,LCK,Spring,0,2,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-1771,-8627.0,24240,1561,2,8,14,0.8997222222222222,0.0,0.0,0.0
LOLTMNT02_29757,2024,2024-01-25,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,1771,8627.0,38074,1561,8,2,86,0.8997222222222222,10.0,20.0,10.0
LOLTMNT02_29804,2024,2024-01-25,LCK,Spring,0,1,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-3127,-7632.0,34661,1902,1,11,14,0.805,0.0,0.0,0.0
LOLTMNT02_29804,2024,2024-01-25,LCK,Spring,0,1,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,3127,7632.0,50293,1902,11,1,86,0.805,16.0,18.400546177931588,10.0
LOLTMNT02_30776,2024,2024-01-25,LCK,Spring,0,2,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-2082,-12037.0,26457,1657,1,11,9,0.8730555555555556,0.0,0.0,0.0
LOLTMNT02_30776,2024,2024-01-25,LCK,Spring,0,2,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,2082,12037.0,42731,1657,11,1,91,0.8730555555555556,16.0,20.0,10.0
LOLTMNT02_32346,2024,2024-01-26,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,-1611,-373.0,40800,2130,7,3,55,0.7416666666666667,5.0,0.9001879513304976,0.0
LOLTMNT02_32346,2024,2024-01-26,LCK,Spring,0,1,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0,1611,373.0,40072,2130,3,7,45,0.7416666666666667,0.0,0.0,0.0
LOLTMNT02_31412,2024,2024-01-26,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,5234,,30454,1271,7,1,93,0.9802777777777778,13.333333333333332,20.0,10.0
LOLTMNT02_31412,2024,2024-01-26,LCK,Spring,0,2,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,-5234,,20186,1271,1,7,7,0.9802777777777778,0.0,0.0,0.0
LOLTMNT02_31433,2024,2024-01-26,LCK,Spring,0,3,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,-2417,-12263.0,24869,1751,0,10,7,0.8469444444444445,0.0,0.0,0.0
LOLTMNT02_31433,2024,2024-01-26,LCK,Spring,0,3,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,2417,12263.0,43478,1751,10,0,93,0.8469444444444445,20.0,20.0,10.0
LOLTMNT02_32443,2024,2024-01-26,LCK,Spring,0,1,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,869,4583.0,51604,2536,9,1,74,0.6288888888888888,15.0,12.681100084067559,9.166
LOLTMNT02_32443,2024,2024-01-26,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-869,-4583.0,39989,2536,1,9,26,0.6288888888888888,0.0,0.0,0.0
LOLTMNT02_31496,2024,2024-01-26,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1,-64,-1734.0,39852,1918,7,3,61,0.8005555555555556,5.0,7.887434519539234,0.0
LOLTMNT02_31496,2024,2024-01-26,LCK,Spring,0,2,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,64,1734.0,34025,1918,3,7,39,0.8005555555555556,0.0,0.0,0.0
LOLTMNT02_32510,2024,2024-01-26,LCK,Spring,0,3,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-295,-3706.0,31271,1782,1,8,20,0.8383333333333334,0.0,0.0,0.0
LOLTMNT02_32510,2024,2024-01-26,LCK,Spring,0,3,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,295,3706.0,41055,1782,8,1,80,0.8383333333333334,14.285714285714286,13.527638746785389,7.412
LOLTMNT02_31940,2024,2024-01-27,LCK,Spring,0,1,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,-1196,-2066.0,38765,2224,4,9,35,0.7155555555555555,0.0,0.0,0.0
LOLTMNT02_31940,2024,2024-01-27,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,1196,2066.0,48016,2224,9,4,65,0.7155555555555555,5.454545454545454,10.660167548196034,4.132
LOLTMNT02_32961,2024,2024-01-27,LCK,Spring,0,2,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,-1240,-1220.0,49729,2552,11,8,55,0.6244444444444445,1.1764705882352942,6.180273089282473,0.0
LOLTMNT02_32961,2024,2024-01-27,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,1240,1220.0,43940,2552,8,11,45,0.6244444444444445,0.0,0.0,0.0
LOLTMNT02_31982,2024,2024-01-27,LCK,Spring,0,3,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,-2421,-4894.0,27779,1773,3,10,19,0.8408333333333333,0.0,0.0,0.0
LOLTMNT02_31982,2024,2024-01-27,LCK,Spring,0,3,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,2421,4894.0,39160,1773,10,3,81,0.8408333333333333,9.09090909090909,17.002046639477733,9.788
LOLTMNT02_33033,2024,2024-01-27,LCK,Spring,0,1,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1,61,300.0,43621,2124,8,4,60,0.7433333333333334,4.0,8.240694789081886,0.6
LOLTMNT02_33033,2024,2024-01-27,LCK,Spring,0,1,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-61,-300.0,36979,2124,4,8,40,0.7433333333333334,0.0,0.0,0.0
LOLTMNT02_34050,2024,2024-01-27,LCK,Spring,0,2,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-138,-5400.0,46828,2547,3,10,29,0.6258333333333332,0.0,0.0,0.0
LOLTMNT02_34050,2024,2024-01-27,LCK,Spring,0,2,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1,138,5400.0,60852,2547,10,3,71,0.6258333333333332,9.09090909090909,13.023774145616644,10.0
LOLTMNT02_33438,2024,2024-01-28,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-677,-2164.0,36397,1990,4,9,34,0.7805555555555556,0.0,0.0,0.0
LOLTMNT02_33438,2024,2024-01-28,LCK,Spring,0,1,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1,677,2164.0,44318,1990,9,4,66,0.7805555555555556,5.454545454545454,9.813541473084308,4.328
LOLTMNT02_34441,2024,2024-01-28,LCK,Spring,0,2,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,1453,701.0,35895,2373,3,9,39,0.6741666666666667,0.0,0.0,0.0
LOLTMNT02_34441,2024,2024-01-28,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1,-1453,-701.0,41709,2373,9,3,61,0.6741666666666667,8.0,7.491881861759703,0.0
LOLTMNT02_34469,2024,2024-01-28,LCK,Spring,0,3,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1,2191,2429.0,42351,2074,10,1,76,0.7572222222222221,15.555555555555555,13.191057182183854,4.858
LOLTMNT02_34469,2024,2024-01-28,LCK,Spring,0,3,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-2191,-2429.0,32480,2074,1,10,24,0.7572222222222221,0.0,0.0,0.0
LOLTMNT02_33526,2024,2024-01-28,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,0,-2230,-4170.0,38496,2173,2,8,29,0.7297222222222222,0.0,0.0,0.0
LOLTMNT02_33526,2024,2024-01-28,LCK,Spring,0,1,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,2230,4170.0,47454,2173,8,2,71,0.7297222222222222,10.0,10.422338568935427,8.34
LOLTMNT02_34511,2024,2024-01-28,LCK,Spring,0,2,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,0,-3514,-8742.0,25972,1689,0,10,7,0.8641666666666667,0.0,0.0,0.0
LOLTMNT02_34511,2024,2024-01-28,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,3514,8742.0,37872,1689,10,0,93,0.8641666666666667,20.0,18.63918300858342,10.0
LOLTMNT02_38424,2024,2024-01-31,LCK,Spring,0,1,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1,1532,4254.0,49800,2316,9,2,71,0.69,11.11111111111111,10.483754672819444,8.508
LOLTMNT02_38424,2024,2024-01-31,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,-1532,-4254.0,40349,2316,2,9,29,0.69,0.0,0.0,0.0
LOLTMNT02_38442,2024,2024-01-31,LCK,Spring,0,2,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1,-411,2608.0,36914,1900,8,2,70,0.8055555555555556,10.0,9.55497187968363,5.216
LOLTMNT02_38442,2024,2024-01-31,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,411,-2608.0,30475,1900,2,8,30,0.8055555555555556,0.0,0.0,0.0
LOLTMNT02_37474,2024,2024-01-31,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,3266,4456.0,41494,1897,8,4,71,0.8063888888888888,4.0,13.036490186196659,8.912
LOLTMNT02_37474,2024,2024-01-31,LCK,Spring,0,1,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-3266,-4456.0,31923,1897,4,8,29,0.8063888888888888,0.0,0.0,0.0
LOLTMNT02_37499,2024,2024-01-31,LCK,Spring,0,2,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,2445,10159.0,40035,1690,8,2,85,0.8638888888888889,10.0,20.0,10.0
LOLTMNT02_37499,2024,2024-01-31,LCK,Spring,0,2,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-2445,-10159.0,25923,1690,2,8,15,0.8638888888888889,0.0,0.0,0.0
LOLTMNT02_37839,2024,2024-02-01,LCK,Spring,0,1,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,964,4504.0,41005,1745,9,3,81,0.8486111111111111,8.0,19.268189816902023,9.008
LOLTMNT02_37839,2024,2024-02-01,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-964,-4504.0,27756,1745,3,9,19,0.8486111111111111,0.0,0.0,0.0
LOLTMNT02_37841,2024,2024-02-01,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-6099,,21714,1439,1,10,7,0.9336111111111111,0.0,0.0,0.0
LOLTMNT02_37841,2024,2024-02-01,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,6099,,35931,1439,10,1,93,0.9336111111111111,15.555555555555555,20.0,10.0
LOLTMNT02_38830,2024,2024-02-01,LCK,Spring,0,1,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,-610,2390.0,54394,2347,11,5,64,0.6813888888888888,5.7142857142857135,8.701039168665067,4.78
LOLTMNT02_38830,2024,2024-02-01,LCK,Spring,0,1,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,610,-2390.0,45686,2347,5,11,36,0.6813888888888888,0.0,0.0,0.0
LOLTMNT02_38839,2024,2024-02-01,LCK,Spring,0,2,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1,-1292,2247.0,44613,1974,10,3,70,0.785,9.09090909090909,11.64973221882977,4.494
LOLTMNT02_38839,2024,2024-02-01,LCK,Spring,0,2,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,1292,-2247.0,35303,1974,3,10,30,0.785,0.0,0.0,0.0
LOLTMNT02_37886,2024,2024-02-01,LCK,Spring,0,3,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,-3299,455.0,42570,2127,10,3,65,0.7424999999999999,9.09090909090909,10.018478555829791,0.91
LOLTMNT02_37886,2024,2024-02-01,LCK,Spring,0,3,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,3299,-455.0,34817,2127,3,10,35,0.7424999999999999,0.0,0.0,0.0
LOLTMNT02_41039,2024,2024-02-02,LCK,Spring,0,1,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,781,446.0,36072,2050,4,7,42,0.763888888888889,0.0,0.0,0.0
LOLTMNT02_41039,2024,2024-02-02,LCK,Spring,0,1,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,-781,-446.0,42492,2050,7,4,58,0.763888888888889,2.2222222222222223,8.17168168626852,0.0
LOLTMNT02_41040,2024,2024-02-02,LCK,Spring,0,2,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-5619,-11719.0,21952,1449,2,9,11,0.9308333333333334,0.0,0.0,0.0
LOLTMNT02_41040,2024,2024-02-02,LCK,Spring,0,2,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,5619,11719.0,33671,1449,9,2,89,0.9308333333333334,11.11111111111111,20.0,10.0
LOLTMNT02_42068,2024,2024-02-02,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,-1523,-12013.0,27674,1755,2,11,13,0.8458333333333333,0.0,0.0,0.0
LOLTMNT02_42068,2024,2024-02-02,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,1523,12013.0,43501,1755,11,2,87,0.8458333333333333,12.727272727272727,20.0,10.0
LOLTMNT02_41061,2024,2024-02-02,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,1012,2485.0,36579,2033,5,10,41,0.7686111111111111,0.0,0.0,0.0
LOLTMNT02_41061,2024,2024-02-02,LCK,Spring,0,2,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,-1012,-2485.0,41797,2033,10,5,59,0.7686111111111111,4.615384615384616,6.657650301112586,0.0
