gameid,year,date,league,split,playoffs,game,position,teamname,teamid,result,golddiffat15,golddiffat25,earnedgold,gamelength,towers,opp_towers,competitive_score,score_time_weight,score_regional,score_final_gold,score_mid_gold
LOLTMNT02_62190,2024,2024-03-02,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,4730,8027.0,47269,1857,9,2,84,0.8175,11.11111111111111,20.0,10.0
LOLTMNT02_63383,2024,2024-03-03,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,157,721.0,55689,3285,7,11,45,0.5,0.0,0.0,0.0
LOLTMNT02_63383,2024,2024-03-03,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,-157,-721.0,63516,3285,11,7,55,0.5,2.5,6.565999748332704,0.0
LOLTMNT02_63386,2024,2024-03-03,LCK,Spring,0,2,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,5185,13170.0,45011,1876,11,0,89,0.8122222222222222,20.0,17.732759635379203,10.0
LOLTMNT02_63386,2024,2024-03-03,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,-5185,-13170.0,31452,1876,0,11,11,0.8122222222222222,0.0,0.0,0.0
LOLTMNT02_62374,2024,2024-03-03,LCK,Spring,0,3,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,3581,3783.0,64721,3100,9,10,55,0.5,0.0,2.0964790509843514,7.566
LOLTMNT02_62374,2024,2024-03-03,LCK,Spring,0,3,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,-3581,-3783.0,62063,3100,10,9,45,0.5,0.0,0.0,0.0
LOLTMNT02_63419,2024,2024-03-03,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-1051,765.0,30851,1836,3,7,37,0.8233333333333333,0.0,0.0,0.0
LOLTMNT02_63419,2024,2024-03-03,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,1051,-765.0,38195,1836,7,3,63,0.8233333333333333,5.0,10.636387335978913,0.0
LOLTMNT02_63428,2024,2024-03-03,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-2120,-7610.0,30081,1836,3,10,21,0.8233333333333333,0.0,0.0,0.0
LOLTMNT02_63428,2024,2024-03-03,LCK,Spring,0,2,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,2120,7610.0,40656,1836,10,3,79,0.8233333333333333,9.09090909090909,14.949743415751303,10.0
LOLTMNT03_48260,2024,2024-03-06,LCK,Spring,0,1,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,972,1350.0,30309,1851,3,8,34,0.8191666666666666,0.0,0.0,0.0
LOLTMNT03_48260,2024,2024-03-06,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1,-972,-1350.0,38659,1851,8,3,66,0.8191666666666666,6.666666666666666,12.107064145690755,0.0
LOLTMNT03_48267,2024,2024-03-06,LCK,Spring,0,2,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1,22,-2055.0,44705,2196,8,5,60,0.7233333333333334,1.8181818181818183,11.297831553265118,0.0
LOLTMNT03_48267,2024,2024-03-06,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-22,2055.0,35629,2196,5,8,40,0.7233333333333334,0.0,0.0,0.0
LOLTMNT03_49237,2024,2024-03-06,LCK,Spring,0,3,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-677,-3625.0,44097,2477,4,11,33,0.6452777777777778,0.0,0.0,0.0
LOLTMNT03_49237,2024,2024-03-06,LCK,Spring,0,3,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1,677,3625.0,53853,2477,11,4,67,0.6452777777777778,7.6923076923076925,9.960183767228177,7.25
LOLTMNT03_48296,2024,2024-03-06,LCK,Spring,0,1,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1139,5259.0,39070,1804,10,2,82,0.8322222222222222,12.0,15.828169932702854,10.0
LOLTMNT03_48296,2024,2024-03-06,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,0,-1139,-5259.0,28392,1804,2,10,18,0.8322222222222222,0.0,0.0,0.0
LOLTMNT03_48298,2024,2024-03-06,LCK,Spring,0,2,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1966,2260.0,36520,1687,9,2,76,0.8647222222222222,11.11111111111111,13.55368303224402,4.52
LOLTMNT03_48298,2024,2024-03-06,LCK,Spring,0,2,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,0,-1966,-2260.0,27802,1687,2,9,24,0.8647222222222222,0.0,0.0,0.0
LOLTMNT03_49696,2024,2024-03-07,LCK,Spring,0,1,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-3153,-9544.0,30447,1749,2,10,14,0.8475,0.0,0.0,0.0
LOLTMNT03_49696,2024,2024-03-07,LCK,Spring,0,1,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,3153,9544.0,45571,1749,10,2,86,0.8475,12.0,19.895287958115183,10.0
LOLTMNT03_48739,2024,2024-03-07,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,4634,15260.0,40713,1502,8,1,91,0.9161111111111111,14.285714285714286,20.0,10.0
LOLTMNT03_48739,2024,2024-03-07,LCK,Spring,0,2,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-4634,-15260.0,25453,1502,1,8,9,0.9161111111111111,0.0,0.0,0.0
LOLTMNT03_49732,2024,2024-03-07,LCK,Spring,0,1,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,-1768,-930.0,46853,2536,4,7,42,0.6288888888888888,0.0,0.0,0.0
LOLTMNT03_49732,2024,2024-03-07,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,1768,930.0,54132,2536,7,4,58,0.6288888888888888,2.2222222222222223,7.208001188295292,1.86
LOLTMNT03_48767,2024,2024-03-07,LCK,Spring,0,2,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,-2270,-3734.0,36044,2174,2,10,23,0.7294444444444445,0.0,0.0,0.0
LOLTMNT03_48767,2024,2024-03-07,LCK,Spring,0,2,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,2270,3734.0,50181,2174,10,2,77,0.7294444444444445,12.0,16.395476949840535,7.468
LOLTMNT03_50149,2024,2024-03-08,LCK,Spring,0,1,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-3929,-12810.0,25661,1535,1,9,9,0.9069444444444444,0.0,0.0,0.0
LOLTMNT03_50149,2024,2024-03-08,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,3929,12810.0,39383,1535,9,1,91,0.9069444444444444,15.0,20.0,10.0
LOLTMNT03_50154,2024,2024-03-08,LCK,Spring,0,2,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-1691,-6925.0,26001,1589,1,9,13,0.8919444444444444,0.0,0.0,0.0
LOLTMNT03_50154,2024,2024-03-08,LCK,Spring,0,2,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,1691,6925.0,36214,1589,9,1,87,0.8919444444444444,15.0,16.41565538857189,10.0
LOLTMNT03_50179,2024,2024-03-08,LCK,Spring,0,1,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,1756,1174.0,47005,2434,7,7,48,0.6572222222222222,0.0,0.0,0.0
LOLTMNT03_50179,2024,2024-03-08,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,-1756,-1174.0,49164,2434,7,7,52,0.6572222222222222,0.0,2.245006187024925,0.0
LOLTMNT03_50183,2024,2024-03-08,LCK,Spring,0,2,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,1943,-1464.0,33727,1982,3,9,31,0.7827777777777778,0.0,0.0,0.0
LOLTMNT03_50183,2024,2024-03-08,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,-1943,1464.0,43530,1982,9,3,69,0.7827777777777778,8.0,12.688817841748968,2.928
LOLTMNT03_50419,2024,2024-03-09,LCK,Spring,0,1,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0,-2362,-6393.0,24842,1615,2,10,12,0.8847222222222222,0.0,0.0,0.0
LOLTMNT03_50419,2024,2024-03-09,LCK,Spring,0,1,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,2362,6393.0,37583,1615,10,2,88,0.8847222222222222,12.0,20.0,10.0
LOLTMNT03_51351,2024,2024-03-09,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0,-1351,-6762.0,30776,1886,1,11,14,0.8094444444444444,0.0,0.0,0.0
LOLTMNT03_51351,2024,2024-03-09,LCK,Spring,0,2,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1351,6762.0,43729,1886,11,1,86,0.8094444444444444,16.0,17.385410375142605,10.0
LOLTMNT03_51376,2024,2024-03-09,LCK,Spring,0,1,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,113,-3469.0,42092,2596,3,10,33,0.6122222222222222,0.0,0.0,0.0
LOLTMNT03_51376,2024,2024-03-09,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1,-113,3469.0,52124,2596,10,3,67,0.6122222222222222,9.09090909090909,10.647872972743484,6.938
LOLTMNT03_50454,2024,2024-03-09,LCK,Spring,0,2,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-3568,-8654.0,29155,1837,2,10,15,0.8230555555555555,0.0,0.0,0.0
LOLTMNT03_50454,2024,2024-03-09,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1,3568,8654.0,43405,1837,10,2,85,0.8230555555555555,12.0,19.638919514884236,10.0
LOLTMNT03_51631,2024,2024-03-10,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,3135,3318.0,34252,1591,7,0,84,0.8913888888888889,20.0,11.446606364287108,6.636
LOLTMNT03_51631,2024,2024-03-10,LCK,Spring,0,1,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-3135,-3318.0,27216,1591,0,7,16,0.8913888888888889,0.0,0.0,0.0
LOLTMNT03_51637,2024,2024-03-10,LCK,Spring,0,2,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1,1514,-835.0,44693,1995,8,4,57,0.7791666666666667,4.0,4.967354032598995,0.0
LOLTMNT03_51637,2024,2024-03-10,LCK,Spring,0,2,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,-1514,835.0,40463,1995,4,8,43,0.7791666666666667,0.0,0.0,0.0
LOLTMNT03_50744,2024,2024-03-10,LCK,Spring,0,3,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,975,6469.0,43573,1867,11,1,87,0.8147222222222222,16.0,19.333944979254248,10.0
LOLTMNT03_50744,2024,2024-03-10,LCK,Spring,0,3,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-975,-6469.0,29454,1867,1,11,13,0.8147222222222222,0.0,0.0,0.0
LOLTMNT03_51663,2024,2024-03-10,LCK,Spring,0,1,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,-1563,-113.0,48055,2333,9,4,60,0.6852777777777778,5.454545454545454,8.847312509909624,0.0
LOLTMNT03_51663,2024,2024-03-10,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,1563,113.0,40243,2333,4,9,40,0.6852777777777778,0.0,0.0,0.0
LOLTMNT03_50768,2024,2024-03-10,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,1700,4706.0,38159,1733,9,2,81,0.8519444444444444,11.11111111111111,15.807043899182109,9.412
LOLTMNT03_50768,2024,2024-03-10,LCK,Spring,0,2,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,-1700,-4706.0,27742,1733,2,9,19,0.8519444444444444,0.0,0.0,0.0
LOLTMNT03_50770,2024,2024-03-10,LCK,Spring,0,3,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,1926,2156.0,45957,2365,7,3,62,0.6763888888888889,5.0,7.544520628086023,4.312
LOLTMNT03_50770,2024,2024-03-10,LCK,Spring,0,3,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,-1926,-2156.0,39509,2365,3,7,38,0.6763888888888889,0.0,0.0,0.0
LOLTMNT03_52759,2024,2024-03-13,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,2353,4787.0,35668,1637,6,3,75,0.8786111111111111,2.8571428571428568,15.473396247794485,9.574
LOLTMNT03_52759,2024,2024-03-13,LCK,Spring,0,1,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-2353,-4787.0,26109,1637,3,6,25,0.8786111111111111,0.0,0.0,0.0
LOLTMNT03_52764,2024,2024-03-13,LCK,Spring,0,2,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1,-812,3357.0,47680,2429,8,3,65,0.658611111111111,6.666666666666666,8.113010747811892,6.714
LOLTMNT03_52764,2024,2024-03-13,LCK,Spring,0,2,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,0,812,-3357.0,40524,2429,3,8,35,0.658611111111111,0.0,0.0,0.0
LOLTMNT03_52770,2024,2024-03-13,LCK,Spring,0,3,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,3262,13138.0,36270,1536,9,1,91,0.9066666666666666,15.0,20.0,10.0
LOLTMNT03_52770,2024,2024-03-13,LCK,Spring,0,3,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-3262,-13138.0,21651,1536,1,9,9,0.9066666666666666,0.0,0.0,0.0
LOLTMNT03_52805,2024,2024-03-13,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,-823,-1604.0,33713,2159,2,10,25,0.7336111111111111,0.0,0.0,0.0
LOLTMNT03_52805,2024,2024-03-13,LCK,Spring,0,1,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,823,1604.0,49025,2159,10,2,75,0.7336111111111111,12.0,18.50661123063163,3.208
LOLTMNT03_52814,2024,2024-03-13,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,567,3513.0,42228,2292,5,9,43,0.6966666666666665,0.0,0.0,0.0
LOLTMNT03_52814,2024,2024-03-13,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,-567,-3513.0,47773,2292,9,5,57,0.6966666666666665,3.333333333333333,6.16104265508161,0.0
LOLTMNT03_54407,2024,2024-03-14,LCK,Spring,0,1,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,-894,-4337.0,41197,1940,8,3,65,0.7944444444444444,6.666666666666666,10.971339295334555,0.0
LOLTMNT03_54407,2024,2024-03-14,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,894,4337.0,33051,1940,3,8,35,0.7944444444444444,0.0,0.0,0.0
LOLTMNT03_55029,2024,2024-03-14,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-2180,-6569.0,32204,2006,0,9,11,0.7761111111111112,0.0,0.0,0.0
LOLTMNT03_55029,2024,2024-03-14,LCK,Spring,0,2,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,2180,6569.0,48660,2006,9,0,89,0.7761111111111112,20.0,20.0,10.0
LOLTMNT03_55045,2024,2024-03-14,LCK,Spring,0,1,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-1611,-9106.0,24309,1448,2,9,15,0.9311111111111111,0.0,0.0,0.0
LOLTMNT03_55045,2024,2024-03-14,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,1611,9106.0,33415,1448,9,2,85,0.9311111111111111,11.11111111111111,15.775067562885456,10.0
LOLTMNT03_55054,2024,2024-03-14,LCK,Spring,0,2,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-1805,-2048.0,51522,2556,8,7,44,0.6233333333333333,0.0,0.0,0.0
LOLTMNT03_55054,2024,2024-03-14,LCK,Spring,0,2,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,1805,2048.0,56252,2556,7,8,56,0.6233333333333333,0.0,4.388813628518938,4.096
LOLTMNT03_55288,2024,2024-03-15,LCK,Spring,0,1,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1133,8164.0,43937,1909,11,2,85,0.8030555555555555,12.727272727272727,19.688364047453657,10.0
LOLTMNT03_55288,2024,2024-03-15,LCK,Spring,0,1,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-1133,-8164.0,29482,1909,2,11,15,0.8030555555555555,0.0,0.0,0.0
LOLTMNT03_55290,2024,2024-03-15,LCK,Spring,0,2,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,393,2270.0,42424,1936,9,4,68,0.7955555555555556,5.454545454545454,12.603681437538986,4.54
LOLTMNT03_55290,2024,2024-03-15,LCK,Spring,0,2,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-393,-2270.0,32927,1936,4,9,32,0.7955555555555556,0.0,0.0,0.0
LOLTMNT03_55307,2024,2024-03-15,LCK,Spring,0,1,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0,-1299,-207.0,31810,1857,3,8,36,0.8175,0.0,0.0,0.0
LOLTMNT03_55307,2024,2024-03-15,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,1299,207.0,38581,1857,8,3,64,0.8175,6.666666666666666,9.61912744526999,0.414
LOLTMNT03_55310,2024,2024-03-15,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,316,2378.0,45253,1992,11,1,81,0.7799999999999999,16.0,18.04155308909264,4.756
LOLTMNT03_55310,2024,2024-03-15,LCK,Spring,0,2,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,0,-316,-2378.0,31420,1992,1,11,19,0.7799999999999999,0.0,0.0,0.0
LOLTMNT03_55313,2024,2024-03-15,LCK,Spring,0,3,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1,789,3004.0,39074,1891,7,2,71,0.8080555555555555,8.571428571428571,11.339383664106911,6.008
LOLTMNT03_55313,2024,2024-03-15,LCK,Spring,0,3,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0,-789,-3004.0,31115,1891,2,7,29,0.8080555555555555,0.0,0.0,0.0
LOLTMNT03_54813,2024,2024-03-16,LCK,Spring,0,1,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,1306,3575.0,54743,2739,3,8,42,0.5725,0.0,0.0,0.0
LOLTMNT03_54813,2024,2024-03-16,LCK,Spring,0,1,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1,-1306,-3575.0,62765,2739,8,3,58,0.5725,6.666666666666666,6.8267692412431495,0.0
LOLTMNT03_54815,2024,2024-03-16,LCK,Spring,0,2,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,625,482.0,56320,2531,9,4,59,0.6302777777777778,5.454545454545454,7.066136912343403,0.964
LOLTMNT03_54815,2024,2024-03-16,LCK,Spring,0,2,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-625,-482.0,48886,2531,4,9,41,0.6302777777777778,0.0,0.0,0.0
LOLTMNT03_54816,2024,2024-03-16,LCK,Spring,0,3,team,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0,-3424,-3842.0,32209,1889,1,11,18,0.8086111111111111,0.0,0.0,0.0
LOLTMNT03_54816,2024,2024-03-16,LCK,Spring,0,3,team,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1,3424,3842.0,44017,1889,11,1,82,0.8086111111111111,16.0,15.49077742502558,7.684
LOLTMNT03_55456,2024,2024-03-16,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,1263,6625.0,34048,1606,7,2,81,0.8872222222222222,8.571428571428571,15.55993008298403,10.0
LOLTMNT03_55456,2024,2024-03-16,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-1263,-6625.0,24879,1606,2,7,19,0.8872222222222222,0.0,0.0,0.0
LOLTMNT03_55468,2024,2024-03-16,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1,-1597,2954.0,49916,2399,8,4,62,0.6669444444444445,4.0,7.885664883557573,5.908
LOLTMNT03_55468,2024,2024-03-16,LCK,Spring,0,2,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,1597,-2954.0,42619,2399,4,8,38,0.6669444444444445,0.0,0.0,0.0
LOLTMNT03_54852,2024,2024-03-16,LCK,Spring,0,3,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,-57,911.0,41621,1907,9,3,72,0.803611111111111,8.0,17.400992891797358,1.822
LOLTMNT03_54852,2024,2024-03-16,LCK,Spring,0,3,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,57,-911.0,29283,1907,3,9,28,0.803611111111111,0.0,0.0,0.0
LOLTMNT03_54926,2024,2024-03-17,LCK,Spring,0,1,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1,-1250,-4324.0,59269,2838,10,7,55,0.545,1.3333333333333333,7.721667378522551,0.0
LOLTMNT03_54926,2024,2024-03-17,LCK,Spring,0,1,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,1250,4324.0,50772,2838,7,10,45,0.545,0.0,0.0,0.0
LOLTMNT03_55561,2024,2024-03-17,LCK,Spring,0,2,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1,789,3399.0,36784,1795,9,0,85,0.8347222222222221,20.0,14.917679402668,6.798
LOLTMNT03_55561,2024,2024-03-17,LCK,Spring,0,2,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,-789,-3399.0,27234,1795,0,9,15,0.8347222222222221,0.0,0.0,0.0
LOLTMNT03_54927,2024,2024-03-17,LCK,Spring,0,3,team,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,0,2434,1755.0,40691,2261,3,9,39,0.7052777777777779,0.0,0.0,0.0
LOLTMNT03_54927,2024,2024-03-17,LCK,Spring,0,3,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1,-2434,-1755.0,46890,2261,9,3,61,0.7052777777777779,8.0,7.078019205078727,0.0
LOLTMNT03_54940,2024,2024-03-17,LCK,Spring,0,1,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1,3995,4632.0,45956,1934,8,5,66,0.7961111111111111,1.8181818181818183,8.238730039097462,9.264
LOLTMNT03_54940,2024,2024-03-17,LCK,Spring,0,1,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,-3995,-4632.0,38960,1934,5,8,34,0.7961111111111111,0.0,0.0,0.0
LOLTMNT03_55575,2024,2024-03-17,LCK,Spring,0,2,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1143,2350.0,43398,2187,9,3,69,0.7258333333333333,8.0,12.619696379914364,4.7
LOLTMNT03_55575,2024,2024-03-17,LCK,Spring,0,2,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,-1143,-2350.0,33672,2187,3,9,31,0.7258333333333333,0.0,0.0,0.0
LOLTMNT03_55576,2024,2024-03-17,LCK,Spring,0,3,team,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0,550,-1996.0,47251,2558,6,9,42,0.6227777777777778,0.0,0.0,0.0
LOLTMNT03_55576,2024,2024-03-17,LCK,Spring,0,3,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,-550,1996.0,54187,2558,9,6,58,0.6227777777777778,1.5384615384615385,6.837674244366017,3.992
LOLTMNT01_71870,2024,2024-03-20,LCK,Spring,0,1,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,-4170,-13608.0,23909,1500,2,9,12,0.9166666666666666,0.0,0.0,0.0
LOLTMNT01_71870,2024,2024-03-20,LCK,Spring,0,1,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,4170,13608.0,37517,1500,9,2,88,0.9166666666666666,11.11111111111111,20.0,10.0
LOLTMNT01_71886,2024,2024-03-20,LCK,Spring,0,2,team,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0,1191,-1402.0,31692,1795,4,8,35,0.8347222222222221,0.0,0.0,0.0
LOLTMNT01_71886,2024,2024-03-20,LCK,Spring,0,2,team,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,-1191,1402.0,39302,1795,8,4,65,0.8347222222222221,4.0,10.71921570836972,2.804
LOLTMNT01_72528,2024,2024-03-20,LCK,Spring,0,1,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-5184,,21254,1379,1,9,7,0.9502777777777778,0.0,0.0,0.0
LOLTMNT01_72528,2024,2024-03-20,LCK,Spring,0,1,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,5184,,35544,1379,9,1,93,0.9502777777777778,15.0,20.0,10.0
LOLTMNT01_71936,2024,2024-03-20,LCK,Spring,0,2,team,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0,-3049,-10166.0,55877,2964,2,11,31,0.51,0.0,0.0,0.0
LOLTMNT01_71936,2024,2024-03-20,LCK,Spring,0,2,team,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1,3049,10166.0,72971,2964,11,2,69,0.51,12.727272727272727,13.26679498323606,10.0
LOLTMNT01_73507,2024,2024-03-21,LCK,Spring,0,1,team,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,2458,4161.0,50147,2440,8,2,68,0.6555555555555557,10.0,8.86729986431479,8.322
LOLTMNT01_73507,2024,2024-03-21,LCK,Spring,0,1,team,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,0,-2458,-4161.0,41978,2440,2,8,32,0.6555555555555557,0.0,0.0,0.0
